x,y,na.x,size,vertex.names,xend,yend,na.y,weight
0.4270076491448277,0.348847572695145,FALSE,135,amyklobuchar,0.4270076491448277,0.348847572695145,NA,NA
0.2154046342065874,0.5254803431071385,FALSE,42,BenSasse,0.2154046342065874,0.5254803431071385,NA,NA
0.4020098901869867,0.7448231017549204,FALSE,46,BillCassidy,0.4020098901869867,0.7448231017549204,NA,NA
0.9617372723080168,1,FALSE,10,BobCorker,0.9617372723080168,1,NA,NA
0.6512874148221288,0.06224612026477096,FALSE,75,brianschatz,0.6512874148221288,0.06224612026477096,NA,NA
0.7914223929270979,0.30195914226788717,FALSE,138,ChrisCoons,0.7914223929270979,0.30195914226788717,NA,NA
0.7643613799585935,0.1457219600140801,FALSE,68,ChrisMurphyCT,0.7643613799585935,0.1457219600140801,NA,NA
0.8772178501471728,0.0704023872698898,FALSE,84,ChrisVanHollen,0.8772178501471728,0.0704023872698898,NA,NA
0.7091368539985292,0.572947622103896,FALSE,93,ChuckGrassley,0.7091368539985292,0.572947622103896,NA,NA
0.9595677727815359,0.23692767822388733,FALSE,59,clairecmc,0.9595677727815359,0.23692767822388733,NA,NA
0.5555850528750192,0.3311608169608826,FALSE,147,CoryBooker,0.5555850528750192,0.3311608169608826,NA,NA
0.7714917203284806,0.6108765590184025,FALSE,93,GrahamBlog,0.7714917203284806,0.6108765590184025,NA,NA
0.9378463256512436,0.4901278091781869,FALSE,70,JeffFlake,0.9378463256512436,0.4901278091781869,NA,NA
0.4103841971891214,0.5035779058006571,FALSE,123,JerryMoran,0.4103841971891214,0.5035779058006571,NA,NA
0.6836676680955648,0.6579950440029825,FALSE,102,JohnBoozman,0.6836676680955648,0.6579950440029825,NA,NA
0.5488048693186215,0.5360991580958714,FALSE,148,JohnCornyn,0.5488048693186215,0.5360991580958714,NA,NA
0.012020284611894388,0.5694027308800408,FALSE,16,joniernst,0.012020284611894388,0.5694027308800408,NA,NA
0.5522094204525849,0.4592111154611333,FALSE,161,lisamurkowski,0.5522094204525849,0.4592111154611333,NA,NA
0.6854125109196255,0.736890153528075,FALSE,58,marcorubio,0.6854125109196255,0.736890153528075,NA,NA
0.591496172636644,0.41907461305106425,FALSE,157,MarkWarner,0.591496172636644,0.41907461305106425,NA,NA
0.6603728241906318,0.1366405562860751,FALSE,114,MartinHeinrich,0.6603728241906318,0.1366405562860751,NA,NA
0.6974321826713078,0.17534302563407464,FALSE,120,maziehirono,0.6974321826713078,0.17534302563407464,NA,NA
0.5828632011232863,0.38531593704569317,FALSE,160,MikeCrapo,0.5828632011232863,0.38531593704569317,NA,NA
0.8636786855945041,0.3459398840757044,FALSE,130,PattyMurray,0.8636786855945041,0.3459398840757044,NA,NA
0.5091279034576196,0.64800624126726325,FALSE,97,RandPaul,0.5091279034576196,0.64800624126726325,NA,NA
0.7350598303771136,0.28402714483309605,FALSE,125,RonWyden,0.7350598303771136,0.28402714483309605,NA,NA
0.823936418174462,0.6427609232712219,FALSE,118,RoyBlunt,0.823936418174462,0.6427609232712219,NA,NA
0.6664588385143527,0.31434154826949606,FALSE,147,Sen_JoeManchin,0.6664588385143527,0.31434154826949606,NA,NA
0.6352965725568563,0.683278420805316,FALSE,100,SenAlexander,0.6352965725568563,0.683278420805316,NA,NA
0.417249477122202,0.38783683726806534,FALSE,145,SenAngusKing,0.417249477122202,0.38783683726806534,NA,NA
0.8038451139633146,0.7213603183274604,FALSE,91,SenateMajLdr,0.8038451139633146,0.7213603183274604,NA,NA
0.5262375954073106,0.3559616861237641,FALSE,141,SenatorBaldwin,0.5262375954073106,0.3559616861237641,NA,NA
0.6309009480112041,0.5511437759088386,FALSE,144,SenatorBurr,0.6309009480112041,0.5511437759088386,NA,NA
0.5875518283839728,0.08351368778346474,FALSE,104,SenatorCantwell,0.5875518283839728,0.08351368778346474,NA,NA
0.8065377031013196,0.36307089599362713,FALSE,146,SenatorCardin,0.8065377031013196,0.36307089599362713,NA,NA
0.5005933912756277,0.28153907700867103,FALSE,135,SenatorCarper,0.5005933912756277,0.28153907700867103,NA,NA
0.819925650119114,0.4621618066222966,FALSE,155,SenatorCollins,0.819925650119114,0.4621618066222966,NA,NA
0.6662891460533951,0.2506364452590289,FALSE,132,SenatorDurbin,0.6662891460533951,0.2506364452590289,NA,NA
0.47709751327193545,0.40522803098031873,FALSE,155,SenatorEnzi,0.47709751327193545,0.40522803098031873,NA,NA
0.7080622772418431,0.4674761382407453,FALSE,145,SenatorFischer,0.7080622772418431,0.4674761382407453,NA,NA
