x,y,na.x,size,vertex.names,xend,yend,na.y,weight
0.48324461026986326,0.3145426851707672,FALSE,598,amyklobuchar,0.48324461026986326,0.3145426851707672,NA,NA
1,0.23951676955362733,FALSE,61,BenSasse,1,0.23951676955362733,NA,NA
0.6049752563310419,0.15378180958875584,FALSE,232,BillCassidy,0.6049752563310419,0.15378180958875584,NA,NA
0.3971566581923263,1,FALSE,2,BobCorker,0.3971566581923263,1,NA,NA
0.5923560644121229,0.5740395088389523,FALSE,84,brianschatz,0.5923560644121229,0.5740395088389523,NA,NA
0.2893654287706806,0.24241414421328786,FALSE,484,ChrisCoons,0.2893654287706806,0.24241414421328786,NA,NA
0.36988007475000567,0.42619804168789094,FALSE,316,ChrisMurphyCT,0.36988007475000567,0.42619804168789094,NA,NA
0.1560740019210477,0.4195257493641819,FALSE,218,ChrisVanHollen,0.1560740019210477,0.4195257493641819,NA,NA
0.7152799701721215,0.19320802756574113,FALSE,220,ChuckGrassley,0.7152799701721215,0.19320802756574113,NA,NA
0.17824779636049953,0.2810650495976111,FALSE,311,clairecmc,0.17824779636049953,0.2810650495976111,NA,NA
0.48899873877243116,0.43609498767779714,FALSE,445,CoryBooker,0.48899873877243116,0.43609498767779714,NA,NA
0.9248994749805667,0.33338087378318254,FALSE,181,GrahamBlog,0.9248994749805667,0.33338087378318254,NA,NA
0.6582270336597524,0.3653820488755498,FALSE,432,JeffFlake,0.6582270336597524,0.3653820488755498,NA,NA
0.17568528007114503,0.16613103035777202,FALSE,248,JerryMoran,0.17568528007114503,0.16613103035777202,NA,NA
0.25351324866253494,0.13760946428431153,FALSE,234,JohnBoozman,0.25351324866253494,0.13760946428431153,NA,NA
0.6867738155858293,0.25732435501755213,FALSE,211,JohnCornyn,0.6867738155858293,0.25732435501755213,NA,NA
0.9158182396522636,0.04098674610398944,FALSE,66,joniernst,0.9158182396522636,0.04098674610398944,NA,NA
0.15479668630201884,0.3241159044315497,FALSE,267,lisamurkowski,0.15479668630201884,0.3241159044315497,NA,NA
0.5715458815390193,0.24207127944454607,FALSE,275,marcorubio,0.5715458815390193,0.24207127944454607,NA,NA
0.3137145376677519,0.3412976750926472,FALSE,474,MarkWarner,0.3137145376677519,0.3412976750926472,NA,NA
0.35073100769213394,0.5093275328319881,FALSE,353,MartinHeinrich,0.35073100769213394,0.5093275328319881,NA,NA
0.25214849784139953,0.31677615369708967,FALSE,234,maziehirono,0.25214849784139953,0.31677615369708967,NA,NA
0.40663786278799935,0.2774856882472179,FALSE,434,MikeCrapo,0.40663786278799935,0.2774856882472179,NA,NA
0.15142785061390313,0.4796352883072474,FALSE,264,PattyMurray,0.15142785061390313,0.4796352883072474,NA,NA
0.6922643457066465,0.44608571755391024,FALSE,155,RandPaul,0.6922643457066465,0.44608571755391024,NA,NA
0.30809978795655907,0.3961778130378486,FALSE,391,RonWyden,0.30809978795655907,0.3961778130378486,NA,NA
0.21183843383378512,0.11548705472510448,FALSE,178,RoyBlunt,0.21183843383378512,0.11548705472510448,NA,NA
0.15321691041607166,0.24663565177008845,FALSE,292,Sen_JoeManchin,0.15321691041607166,0.24663565177008845,NA,NA
0.43632374818250724,0.4544316653527673,FALSE,360,SenAlexander,0.43632374818250724,0.4544316653527673,NA,NA
0.30456259886875486,0.2790303167098271,FALSE,668,SenAngusKing,0.30456259886875486,0.2790303167098271,NA,NA
0.5633043472791923,0.33709584014738053,FALSE,565,SenateMajLdr,0.5633043472791923,0.33709584014738053,NA,NA
0.1656504225547505,0.3634273288654081,FALSE,278,SenatorBaldwin,0.1656504225547505,0.3634273288654081,NA,NA
0.3891251764108316,0.22168306664929474,FALSE,336,SenatorBurr,0.3891251764108316,0.22168306664929474,NA,NA
0.10823481645076832,0.4473349316015262,FALSE,147,SenatorCantwell,0.10823481645076832,0.4473349316015262,NA,NA
0.24119534275747162,0.28252747042738513,FALSE,263,SenatorCardin,0.24119534275747162,0.28252747042738513,NA,NA
0.10082984763085691,0.2766248935421074,FALSE,278,SenatorCarper,0.10082984763085691,0.2766248935421074,NA,NA
0.11784869502385982,0.31183149690932344,FALSE,728,SenatorCollins,0.11784869502385982,0.31183149690932344,NA,NA
0.4303888763345713,0.4026842360938204,FALSE,460,SenatorDurbin,0.4303888763345713,0.4026842360938204,NA,NA
0.49520150480246244,0.15419352343810358,FALSE,314,SenatorEnzi,0.49520150480246244,0.15419352343810358,NA,NA
0.4498757050226376,0.13483280291386301,FALSE,242,SenatorFischer,0.4498757050226376,0.13483280291386301,NA,NA
0.2875592525280415,0.5118911765078604,FALSE,377,SenatorHassan,0.2875592525280415,0.5118911765078604,NA,NA
0.3638257572066579,0.3189142704005675,FALSE,486,SenatorHeitkamp,0.3638257572066579,0.3189142704005675,NA,NA
0.4096409844989899,0.1825505598797962,FALSE,269,SenatorIsakson,0.4096409844989899,0.1825505598797962,NA,NA
0.557071633291758,0.16998972511371088,FALSE,271,SenatorLankford,0.557071633291758,0.16998972511371088,NA,NA
0.5130433111150194,0.4886358373337391,FALSE,178,SenatorLeahy,0.5130433111150194,0.4886358373337391,NA,NA
